id	tweet	subtask_a
2067	@USER يا حبيبة قلبي يا خااااله ❤️❤️ الله يبارك فيك ياربّ، وآمييين ان شاءالله آمين ❤️	NOT
2068	RT @USER: يا نفسيتك يا وانستك 🙂💔 URL	NOT
2069	نبارك للأمة الهلالية التأهل والتنافس على كل الألقاب .. غاب المستوى وحضرت النتيجة .. لله درك يا هلال المجد يا عظيم URL	NOT
2070	RT @USER: ربعي يا بني عمي ربعي يا بني عمي<LF>مطير يا حمران النواظر<LF>قولوا تم قولوا تم <LF>نشيل الخيمه او ما نشيلها<LF>نعنبوا اللي ما يفتخر ف…	NOT
2071	RT @USER: يا عنود الصيد يا الظبي الجفول <LF>يا حيات التايم يا روح القصيد <LF>"<LF>حتيش &lt;	NOT
2072	@USER ملكش دعوة يا قزعة يا بارد يا حقود خليك في الزريبة اللي انت منها وبتشجعها	OFF
2073	@USER يا ساتر والله يا انت فالتويتر شخص ثاني وراك تطق مره	NOT
2074	يا لذة الدنيا و يا نبّض مغليك..❤️	NOT
2075	إنا لله و إنا إليه راجعون<LF>و سيعلم الذين ظلموا أي منقلب ينقلبون<LF>اللهم إنا نشكو إليك فقد نبينا و غيبة ولينا<LF>اللهم عجل لوليك الفرج و سهل له المخرج و أوسع له المنهج<LF>العجل العجل يا مولاي يا صاحب الزمان<LF>الساعة الساعة يا سيدي يا حجة الله<LF>#اعدام_الشيعه_بتوقيع_الملك<LF>#القطيف URL URL	NOT
2076	@USER تم تحويل خنزيركم الى فحم وحطب<LF>وعقبال البقية بأذن الله تعالى<LF>الى جهنم وبئس المصير يا اوغاد يا خونة <LF>يا حمير ايران واليهود<LF>شوف كرش وبطون ساداتكم الاحباش ومخلفات الفرس والاتراك والأحباش <LF>وعد لنحرر اليمن شبر شبر<LF>ما شفتوا من الذئب 	OFF
2077	RT @USER: لعنة الله عليك يا سباك يا جبان يابن الكلب يا يهودي يا جزمه	OFF
2078	RT @USER: @USER @USER وَظَنِّيَ فِيكَ يا رَبي جَمِيْلٌ, فَحَقِقْ يا إلَهِيَ حُسْنَ ظَنِّي.	NOT
2079	RT @USER: يا كهين يا لئيم يا جعر يا بيه 😂😂 URL	OFF
2080	يا ربِّ يا عظيم السماوات والأرض، لا تؤاخِذنا بما نخطئ وبما نعصي .. يا ربّ إنّا برغم كل العصيان نُحِبك وبرغم كل الجهل نُحِبك ونسألك لذة النظر إلى وجهك يا كريم، يا ربّ علّمتنا انك قريب مُجيب يا ربّ لا تحرمنا منك يا رحيم ارحمنا💙	NOT
2081	@USER حبيبي يا عمور وانت طيب يا جميل ❤	NOT
2082	RT @USER: اللللققققم يا زوران القققم يا محمد بن فيصل الللللللققم يا حبسي يا منتهي	NOT
2083	ده احنا يا دوب بنقول يا هادي اومال لو فات شهر هيحصل ايه ..❤️❤️😍	NOT
2084	عمري معاك يا تاعبني يا واجع قلبي من <LF>حبي مش قادر اخبي يا تاعبني يا واجع<LF>💙💙.	NOT
2085	RT @USER: يا سما كل القصايد يا ضحى فصل الربيع*	NOT
2086	RT @USER: يا نعيش احرار، يا نموت ثوار ..	NOT
2087	@USER يا سيدتنا رقيه يا بنت الحسين<LF>يا وجيهة عند الله اشفعي لنا عند الله URL	NOT
2088	@USER عاااااااااااااااااااااااااااااااش يا ميرووو يا ميرا يا ميرتااااا احبك❤️❤️❤️😭	NOT
2089	يا حلاوه يا شوكلاته يا كيكه يا حوبااي و عومررييي 😂😂	NOT
2090	أعفوني من حجم اذيه المناصف يا اما كل شيء يا لا شيء وما أقبل انصاف الحلول، انصاف الطرق...	NOT
2091	يا يا يا واد يا تقيل يا يا مشيبني يااااه دا انا بالي طويل وانت انت عاجبني 💃💙	NOT
2092	@USER يا الفر يا الفر ان شاء الله تقوم بالسلامة و تحتفل معانا بالكنفدرالية و الدوري ❤️❤️❤️	NOT
2093	@USER اسأل الله العلي العظيم لكم كل التوفيق ويحفظكم ويسدد رميكم ويثبت أقدامكم يا ابطال يا رجال يا وحوش 🤲💚	NOT
2094	RT @USER: @USER حبيب قلبي يا مليجي وانت طيب يا اخويا ربنا يخليك ❤❤❤	NOT
2095	@USER بل أنت من سيدعو الآن على شيخنا عبيد الجابري يا مدلس يا كذاب لا سيما حينما تعلم أنه رجع عن كلامه القديم هذا الذي كان في ٢٠١٤ وقال الآن أن حفتر هو ولي أمر الليبيين باعتراف البرلمان الليبي وهذا كلام الشيخ قبل عدة أيام<LF>URL	OFF
2096	الحين انتي يا وحده من الثنتين يا قصيميه يا مصرية يا الدبه البيضاء — تحريات ك***** URL	OFF
2097	يا فكري الساهي ، يا دعوة الـ أمين <LF>لا قالوا عسّى اللي مشغل البال يتهنى❤️	NOT
2098	@USER دي متعرفش ان اخر مره ذاكرت فيها كانت يا تانيه اعدادي يا تالته اعدادي 😂😂😂	NOT
2099	الامل فيكم تكفوووووووون يا السكري يا كبير القصيم<LF>@USER	NOT
2100	@USER اعقب انت يا حشره يا طبااال رح بس تسلف علشان تمشي أمور حياتك البائسه لابيت ولا وظيفه و ساكن عند أهلك يا طبال الفقر و الضرايب	OFF
2101	العبو يا مطير يا ستر البنيه 💅🏻 URL	NOT
2102	وأنا كل ما أقول التوبه يا بويآ ترميني المقادير يا عين🎼..	NOT
2103	RT @USER: #موقوفو_الامارات يا عالم يا بشر يا بني آدمين هول شباب لبنانيه متل سعد الحريري لما توقف بالسعوديه ما بقى حاجب بالدوله الا وتدخل…	NOT
2104	@USER @USER يا رجاله يا خولات يا ولاد الكلب والله معاكم حريم فرسه بس مشعرفين تكيفوهم	OFF
2105	@USER @USER مالك يا سمبل يا اخويا .. طمعانه في سريرها ولا ايه 😂😂😂😂	NOT
2106	RT @USER: جزمهم ليكم يا كلاااب يا بوابين #جزمة_ضاضا_للزملكاويه URL	OFF
2107	@USER يا لبى يا ساندي<LF>وربي احبك	NOT
2108	@USER ااااااااااااااااااااااااااااارضع كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء اااااااااااااااااالحس بخش طيظك	OFF
2109	أنا أكثر انسان في صمته كلامً كثير<LF>" ويخبي أشياء كان الله في عونها "<LF>..<LF>لا تفزعِون النوايا بالعوا و الصفير<LF>لو اثني الساق من دوني و من دونها<LF>..<LF>الحظ ماله خوي و الحزن ماله ضمير<LF>و إن قلت يا هونها ما هوب يا هونها :(	NOT
2110	RT @USER: لهم منا الولاء والتضحية والسمع والعرفان<LF>وعهود أجدادنا وآبائنا نصدق ونوفيها <LF>ويا راس العز يا تاج الفخر والحق يا سلمان<LF>لكم س…	NOT
2111	@USER يا ويله يا سواد ليله 😂😂	NOT
2112	@USER يا متعب يا حبيبي انا معك وفاهم اللي تقصده ، لك الموضوع كله في ( موب سهل انك تقفل عليهم ) + بإمكانك تقول ندافع طول المباراة واخر الدقايق نهجم ونسجل ونفوز ، لكن في الحقيقة تلاحظ انك ما قدرت تدافع ولا قدرت تسجل لانها صعبة صعبة	NOT
2113	يا كلـي , يا إنتمائـي❤️ ،	NOT
2114	@USER وانت طيب يا ميتو يا حبيب قلبي و اشوفك سعيد في حياااك يا حبيبي🖤🖤🖤♥♥♥♥	NOT
2115	@USER وينك هالمباراة اثبت للجميع انك منبطح و عاهر قدامي يلا القم يا وضيع يا مسكين نام وذاكر من الحين لا اشوفك بتويتر يا مُهان	OFF
2116	نُصلّي لك يا إله القلق، يا إله التناهيد الواجفة بين الضلوع، أن تنتشل من قلوبنا مَـدّ القلق والتيه، وأن تأخذ بأيدينا نحو التجاوز والنسيان.	NOT
2117	يا صدفة يا اجمل من ألف اختيار 💙	NOT
2118	@USER @USER يا وجع قلبك يا هدى ..يا وجعك	NOT
2119	@USER يا بكاااايه يا بكاااايه اسكت ازعجتنا ابك بعييييييد	NOT
2120	@USER اللهم آمييييييييين يارب العالمين<LF>صبحك الله بنور رضاه وفيض فضله بإذن الله يا سعاد يا حبيبتي ❤🌹<LF>تقبل الله منا ومنكم يارب العالمين	NOT
2121	@USER @USER فخرك انت واشكالك يا الديايه يا عديم الكرامه يا الطرار .. لاتنسى وش كانوا يبون يسوون في بلدك يا المرتزق يا الخمام 💦💦 URL	OFF
2122	هالكورس يا أرقع إللي صار يا أكمل المصخرة إللي سويتها.	NOT
2123	يا تامر يا حسني يا عظمه ..	NOT
2124	اصمل يا بريجوفيتش يا عقالي وابشر بالافاتار 💛 URL	NOT
2125	" اللهم أني أسألك مسألة البائس الفقير وأدعوك دعاءالمفتقر الذليل لا تجعلني بدعائك ربي شقيا و ڪن بي رؤفاً رحيما يا خير المسؤولين يا أڪـرم المعطين يارب العالمين..<LF>اللهم إغفر للمسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات.	NOT
2126	جيتك يا رفيقي يا رفيقي <LF>كنه المطر يوم هلتّه .. ♥️♥️	NOT
2127	@USER @USER ايش دخل المبايعة والسمع والطاعة يا هطف يا ثور الله في ارضة😏	OFF
2128	RT @USER: @USER يا مسعود يا بول البعير......لك يا تافه .....علي هاشم مواطن من الجزيرة العربية.....هو ضيف عزيزي ....وهو في لبنا…	OFF
2129	RT @USER: والله العظيم الواحد عنده حالة قرف وهايتجنن من الكائنات اللي عايشة وسطينا! ضيق أفق وعَمَى قلب وبصيرة! يا تمشي على هواهم يا ت…	NOT
2130	RT @USER: حبيبتي<LF>ماذا أقول <LF> يا تاج النساء<LF> يا سحر النساء<LF> يا فتنة النساء<LF> يا كوكب النساء أنت ِ<LF> يا شمس النساء<LF> يا عطر النساء<LF> يا أجمل ا…	NOT
2131	وكنت بتقوله يا احمد ويقولك يا معالي المستشار عاوزين صفقات .<LF> شكرا ع مدحت شلبي لواء الشرطة الجميل اللي غير برنامجه واتشحطط ولف السبع لفات عشان يرضي جنابك.<LF> - شكرا عشان رضا عبدالعال اللي عرصلك بكل الطرق وكان دايما يقول كأي ست ما بتحكي عن راجلها " لا الراجل بتاعنا جامد"	OFF
2132	@USER يا ضنايا يا بنتى معلش 🤓	NOT
2133	@USER @USER في العدوان الثلاثي اجتمع على مصر ثلاث دول قصفو المدارس والبيوت والاسواق فرنسا وبريطانيا واسرائيل يا كيوت يا محترم يا متحرر يا عقلاني يا ميمو يا حبيب ماما	OFF
2134	@USER يا يما يا بلال عساني أشوفك شيف اد الدنيا بقناة فتافيت🤦🏻‍♀️😂😂😂🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️	NOT
