Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Not_offensive 	 Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....
Not_offensive 	 Ikkaa ikkaaa ..ente chomanna jatty kandaa
Not_offensive 	 എന്റെ റോഷൻ ഭായ്.. നിങ്ങൾ.... മാസ്സ് ആണ്
Offensive	 Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en
Offensive	 അതേ അതേ
Not_offensive 	 1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe
Not_offensive 	 Ettan industry hit adichal ikkante hit urappa... Angane aavattee....
Not_offensive 	 Tovino as Rahul Gandhi Manju Warrier as Priyanka Gandhi Look like that Murali Gopi brilliance
Not_offensive 	 നിങ്ങൾ മഞ്ജുവിന്റെ ആരാധകർ ആണെങ്കിൽ ഇതൊന്നു കണ്ടു നോക്കു കിടിലനായിട്ടില്ലേ?
Not_offensive 	 AGE is A just number  pakka herooooo
Not_offensive 	 Ittimaniyude kurumbum kusrithiyum kanan kathirikunnavar adi like
Not_offensive 	 Thala Ajith and mammooty sir fans.kanyakumari
Not_offensive 	 Bgm super. Padam above average aayirikkum
Not_offensive 	 Oru pidiyum kittunilalo rajuettaaa ingal pandee mass filimsinta aaalaaaa
Not_offensive 	 ഒൺസ് അപ്പോൺ എ ടൈം ദേർ ഈസ്‌ എ കള്ളൻ ആൻഡ് പോലീസ്..... Masssss
Not_offensive 	 Eeeswara njn mAthraano edakedak vann nokane
Not_offensive 	 Oooo Odiyan
Not_offensive 	 kottayathe pani theeraatha aakasappatha( padavalam panthal) kandavar like..
Not_offensive 	 നന്നായി. Cliche യിൽ നിന്ന് മോചനം ആകട്ടെ. പ്രതീക്ഷ ഉണ്ട്.
Not_offensive 	 Nan ettan fan aaanu Kollam  Btt പുത്ത൯പണ൦ പോലേ ആകരുത്
Not_offensive 	 Sreenath bhasi fans like adichu potikku
Not_offensive 	 ഷെമ്മിയോടുള്ള സ്നേഹം ഈ ലൈക് ബട്ടണിൽ പ്രകടിപ്പിക്കാം
Not_offensive 	 ഇത് വേറെ എങ്ങോട്ടോ പോണ പടം തന്നെ...
Offensive	 Unda  alla Unda Pori...unda boxofficil pattakam pole pottanja mathi
Not_offensive 	 ഇത് പോലെ തന്നെ ആയിരുന്നു പുത്തൻപണവും ഗാംഗ്സ്റ്ററും ഒക്കെ വന്നത്.. അത് കൊണ്ടു അമിത പ്രതീക്ഷ വേണ്ട.....  by a mammookka fan...
Not_offensive 	 Srk fan movie avadakoya sadirshyam... 🧐🧐
Not_offensive 	 Muppathil kooduthal thavana kanda njanalle sherikkum mess
Not_offensive 	 Namude kottayam shoot cheytha film kanan ethra ktym kare katta waiting unde??
Not_offensive 	 Copy cheythathu moshamayi poi chethatho cheythu korachu nannayi cheyyamayirunnu
Not_offensive 	 Ratchasan bgm അടിച്ചു മാറ്റിയ ഗോപി സുന്ദര്‍
Not_offensive 	 സുരാജേട്ടാ ഇങ്ങളെ നമിച്ചു......  ഇങ്ങള് പൊളിയാണ്........
Offensive	 Dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം
Not_offensive 	 Srk movie- Fan...   Mallu version പോലെ und
Not_offensive 	 Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin
Not_offensive 	 High Voltage pakka mass ikka
Offensive	 Dislike adichavarkk ente vaka naduviral namskaaram
Not_offensive 	 Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best
Not_offensive 	 Poi balalsangam chyum allenki petrol ozhichu kathikum....
Not_offensive 	 Fuhad mathralla Ellarum. Polichadukki. Film theatril poyi kandillel. Ad oru nashtan
Not_offensive 	 മവനെ കൊല ഗാണ്ടിലിരുക്കെ.. കൊല്ലാമേ വിടമാട്ടെ  ഒരു മെഗാസ്റ്റാർ അഴിഞ്ഞാട്ടം ..    Boss is BACK
Not_offensive 	 #brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum
Not_offensive 	 Last dialogue kalakkki makkale  Surajeetan poliyalleeeee
Not_offensive 	 Lallikkka polich eee...kanditum kandittum kodhitheerunnnillla...ante vismayameeee
Not_offensive 	 Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa
Not_offensive 	 ഈ shortfilm വളരെ കുറച്ചു സമയംകൊണ്ട് ചെയ്തു പിന്നെ ആദ്യമായി  ചെയുന്നതു കൊണ്ട്  അതിന്റെതായ പോരായിമകൾ ഉണ്ടാകും  അത് അറിഞ്ഞു  ഈ shortfilm ഒരു ചെറിയ വിജയം ആക്കിതരണം  എന്ന്‌ അഭ്യർത്ഥിക്കുന്നുLinkk
Offensive	 1.3 k dislikes. ഇജ്ജാതി കുരു before trailer release 🤣🤣🤣🤣
Not_offensive 	 L'  nu shesham pradhiksha koodathe erikkumo 'L' alettaaa...
Not_offensive 	 Mammukkayude kude raju vettan venamennu aagrahikkunnathu njan mathramano..
Not_offensive 	 നീയൊക്കെ കൂടി ആരാധിച്ച് ആരാധിച്ച് വളർത്തീട്ടല്ല ഞാൻ നടനായത് . (എല്ലാവരും തലർത്തീട്ടെ ഉള്ളൂ
Not_offensive 	 ഏതു നേരത്താണാവോ ഈ പടം പിടിക്കാൻ thonniyath 🤔. Laaluchayan
Not_offensive 	 എന്റെ പൊന്നോ ട്രൈലെർ കണ്ടപോളെ ഉറപ്പിച്ചു പടം കാണണം എന്ന്
Not_offensive 	 ഇത് പോലെ ഞെട്ടിച്ച ട്രൈലർ വേറൊന്നും അടുത്ത് കണ്ടിട്ടില്ലാ സൂപ്പർ
Not_offensive 	 ടീസർ കണ്ടപ്പോൾ എല്ലാം പ്രതീക്ഷയും നഷ്ടപെട്ടതാ.  പക്ഷെ ട്രൈലെർ ഇതുപോലൊരു കോളാലൊളി ഐറ്റം ആവുമെന്ന് പ്രതീഷിച്ചില്ല.  ഇടിക്കട്ട വെയ്റ്റിംഗ് ഫോർ ഡ്രൈവിങ് ലൈസൻസ്
Not_offensive 	 MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....
Not_offensive 	 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??
Not_offensive 	 Kanditt Amala Paul Aadai tamil mattoru version aanu ennu thonnunu
Offensive	 എന്ത് മൂഞ്ചിയ ട്രയ്ലർ ആണെടോ...?? എട്ട് നിലയിൽ പൊട്ടിയ ഓടിയന്റെ ട്രൈലെർ ഇതിലും പ്രതീക്ഷ നൽകിയിരുന്നു.....
Not_offensive 	 Ithaanu oru katta aarathakante cinema
Not_offensive 	 Trailer 1 rekshem illah katta wi8 ing
Not_offensive 	 9.6k dislikes from Antony perumbavor ( undaya.......)
Not_offensive 	 ആർക്കും വേല ചെയ്യാൻ പറ്റാത്ത കാലം അടുത്ത് വരുകയാണ്
Not_offensive 	 Nalu bengaligal nalu sidum manuvari ital therunathe ollu ninta japan
Not_offensive 	 Ellaavarum ente channel onnu nokamo ishtamayenkil subscribe cheyyamo suraj ettan soubin kidu
Not_offensive 	 Trailer il kozhi poittu kozi pooda polumillalo
Not_offensive 	 യേശു നമുക്ക് അറിയാത്ത കക്ഷി ഒന്നും അല്ലല്ലോ.
Not_offensive 	 sorry padam maari poyii ithu etho hollywood padam
Not_offensive 	 Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum
Offensive	 ingerum verum myran aan padukilavan mammooty myran
Not_offensive 	 ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!
Not_offensive 	 Malayalam industry mathrammalla Ella industries ilum ikka gilli da 🤙
Not_offensive 	 മലയാളം ഇൻഡസ്ട്രിയിൽ ഇക്കയുടെ മാസ്സിനെ വെല്ലുന്ന ഒരുവനും ഇതുവരെ ഉണ്ടായിട്ടില്ല
Not_offensive 	 Mass trailer 
Offensive	 Ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru
Not_offensive 	 എല്ലാരും ഇ സിനിമ കാണുക തീര്ച്ചയായും
Offensive	 Onne poyeda mugath puttiyum adich oronne iragiyekum mega star
Not_offensive 	 അടുത്ത 100 + കോടി കളക്ഷൻ
Not_offensive 	 Fahadikka enna team anu  ningal abhiniya chakravarrhy anu
Not_offensive 	 Padam kandathinr shesham trailer kaanaan vannavar ethraperund
Not_offensive 	 38000000 viewrs oh my goddddddddddddddddd  megastar the gr8
Not_offensive 	 രാജു നെ ചില ഷോട്ടിൽ കാണുമ്പോൾ ഒരു വില്ലൻ ലുക്ക്‌ തോന്നുന്നു
Not_offensive 	 pls support ഒരു കൂട്ടം ചെറുപ്പക്കാരുടെ കഷ്ടപ്പാട് ആണ് ഒന്ന് കണ്ടു അഭിപ്രായം പറഞ്ഞേക്കണേ
Offensive	 Ithokke dislike adikkunavare kale vari adikkanam
Not_offensive 	 Katha manasilay Tv il varambam kanam
Offensive	 Tharikida sabu ah poorimone kondu varendayirunnu
Not_offensive 	 Ithrem dislike adichavar malayalikal aagan vazhiyilla
Not_offensive 	 Randennam adichitt kaanumbo waav........ Sooooooooperb trailer.... Lucifer le L neengumbo....   Ennaaa oru paranjariyikkaan pattaathathra aimaaaaaaaa....
Not_offensive 	 ഷൈജു ഖാലിദ്
Not_offensive 	 Masterpiece il ikkayude vandi number kandapo inagnoru item varumenu karuthyilla..8055 BOSS
Not_offensive 	 Roshan chettooyyy eth Kayamkulam Kochunni pole aavumo... Script strong Alle... Ticket adukkallo lle
Not_offensive 	 Megastar Mammootty M padmakumar Mamangam Malayalam Moovie
Not_offensive 	 മലയാളത്തിനും വരുന്നുണ്ടെടാ നല്ലൊരസ്സൽ ത്രില്ലർ പടം ചാക്കോച്ചൻ ഇഷ്ടം
Offensive	 ...emmathiri kanjavu cinimayiralkan geethuvine kone. Pattu
Not_offensive 	 Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?
Not_offensive 	 Jai jai jai lalettan ki jai
Offensive	 ഇവനൊന്നും ഇങ്ങനെയുള്ള പഠത്തിന് പറ്റൂല ഓഞ്ഞ ഒരു സംഭാഷണം
Not_offensive 	 സ്വന്തം ജനങ്ങൾക്ക്  വേണ്ടി മറ്റേ super star പ്രതികരിക്കാത്തതിനാൽ ഇനി മലയാളത്തിലെ അടുത്ത super star ആയി പ്രിത്വിരാജ് വരണം... സിനിമയിൽ ആര് എന്നത് അല്ല
Not_offensive 	 കാറുകളോട് അടങ്ങാത്ത ഭ്രാന്തുള്ളവർ ഇവിടെ നീലംമുകിയിട്ടു പൊക്കോ
Not_offensive 	 Padam kalakki...! Kidu njn kandu....! Supr
Not_offensive 	 You tube hang ayo ??? 34K views change avunnilalo 🤔🤔🤔
Not_offensive 	 Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp
Not_offensive 	 ഹോ മാരക item. Joshy sir നിങ്ങളെ കൊണ്ടേ ഇത് പറ്റു ഇത്രേം മാസ്സ് item കാണിക്കാൻ..
Not_offensive 	 143k views and 145k likes 
Not_offensive 	 Veendum veendum Vann kaanunnath njan maathramaano
Offensive	 Adutha oru vedimarunnu ready ayitundu...eppo pottikanam ennu paranja mathi....lalunni fans and pottan  fans undo evide?
Not_offensive 	 Nale promo video song eranguvanne..kavya filims chanalil
Offensive	 ഇത്‌ പോലത്തെ മൂഞ്ചിയ masala പടം അല്ല ലാലേട്ടൻ അഭിനയിച്ചു കാണാൻ നല്ല സിനിമയെ സ്നേഹിക്കുന്ന സിനിമ ആസ്വാദകർ കാത്തിരിക്കുന്നത് (except blind fans). ഇനി എന്നാണാവോ കീരീടം
Not_offensive 	 4 bangalikal mannu valichu kadalilekk ittal theeravunnathe ullu ninte Japan
Not_offensive 	 Pullu 
Not_offensive 	 പൊറിഞ്ചുവും മറിയവും ജോസും  ജോഷി സാറിന്റെ  ഒപ്പം കൂടി ഒരു  തൃശൂർ  പൂരമാണ് ഒരിക്കിയിരിക്കുന്നത്  എന്നു ഇതു കണ്ടപ്പോൾ manasilayi
Not_offensive 	 alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘
Not_offensive 	 500 + dislikes .. Endonadey... Endu kandit aane  dislike adkne
Not_offensive 	 മാമാങ്കം കണ്ടവർക്കും ഇനി കാണാൻ ഉള്ളവർക്കും ലൈകാൻ ഉള്ള നൂൽ.
Not_offensive 	 Super movie ella arum kananam   Suraj robo  combinations kalakki  Vathyasthamaya oru anubhavam
Offensive	 ഇങ്ങേർ കുറെ കാലമായി fitness video കാണിച്ചു വെറുപ്പിക്കുന്നു എന്നിട്ടോ ഇന്നേവരെ തടി കുറഞ്ഞിട്ടില്ല ഇനി കുറയുകയുമില്ല ജയറാമേട്ടൻ വെറുപ്പികത്താനെ കാണിച്ചു തന്നു വെറും 2 month കൊണ്ട്  ജയറാമേട്ടൻ super ആണ് ല്ലേ lubyou
Offensive	 Ithu enthaada serial aah? 🤭🤭🤭 pani nirthi podappa 🤣🤣🤣
Not_offensive 	 തട്ടുപൊളിപ്പൻ മെലോ ഡ്രാമ സിനിമകൾ കണ്ട് മടുത്ത മലയാളിക്ക് നല്ല ദൃഷ്യാനുഭവം നൽകിയ അണിയറ പ്രവർത്തകർക്ക് അഭിനന്ദനങൾ ...
Not_offensive 	 Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu
Not_offensive 	 Maarakam. Teaser kandappo njn onn pedichu. Ippo aaswasamayi
Not_offensive 	 Karyangalkoru theerumanam aya sthithik cash kalayunnilla.. Odiyan
Not_offensive 	 ഹെവി ഒരുപാട് നാൾക്ക് ശേഷം ആണ് ഒരു കിടു ത്രില്ലർ സിനിമ ഇറങ്ങുന്നത്
Not_offensive 	 കാണുമ്പോൾ പഴയ കുട്ടികാലം ഓർമ വരുന്നു  തിരിച്ചു കിട്ടാത്ത ആ കാലം
Not_offensive 	 karikkele lolattenem lalettenem  eshtamullavar like adi
Offensive	 ade maireada dislike adichirikkunde plastic fans ayirikkum
